age,job,marital,education,default,housing,loan,month,day_of_week,campaign,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,subscribed
40,blue-collar,divorced,basic.9y,unknown,no,yes,6,tue,6,0,nonexistent,1.4,94.465,-41.8,yes
37,admin.,divorced,basic.9y,no,no,no,6,tue,7,0,nonexistent,1.4,94.465,-41.8,yes
45,technician,married,university.degree,unknown,no,yes,6,tue,4,0,nonexistent,1.4,94.465,-41.8,yes
52,retired,married,basic.4y,no,no,no,6,wed,1,0,nonexistent,1.4,94.465,-41.8,yes
30,student,single,high.school,no,no,no,6,wed,1,0,nonexistent,1.4,94.465,-41.8,yes
26,admin.,single,high.school,unknown,yes,yes,6,wed,15,0,nonexistent,1.4,94.465,-41.8,yes
39,admin.,married,high.school,no,yes,no,6,wed,4,0,nonexistent,1.4,94.465,-41.8,yes
38,admin.,single,university.degree,no,no,yes,6,wed,1,0,nonexistent,1.4,94.465,-41.8,yes
35,admin.,single,high.school,no,no,no,6,wed,2,0,nonexistent,1.4,94.465,-41.8,yes
34,admin.,married,high.school,no,no,no,6,wed,1,0,nonexistent,1.4,94.465,-41.8,yes
31,blue-collar,single,basic.9y,no,no,no,6,wed,2,0,nonexistent,1.4,94.465,-41.8,yes
38,blue-collar,single,high.school,unknown,yes,no,6,wed,1,0,nonexistent,1.4,94.465,-41.8,yes
32,admin.,married,university.degree,no,no,no,6,wed,2,0,nonexistent,1.4,94.465,-41.8,yes
33,unemployed,married,basic.9y,no,no,no,6,wed,1,0,nonexistent,1.4,94.465,-41.8,yes
40,housemaid,divorced,high.school,no,no,no,6,wed,6,0,nonexistent,1.4,94.465,-41.8,yes
36,blue-collar,married,basic.9y,no,no,yes,6,wed,1,0,nonexistent,1.4,94.465,-41.8,yes
25,admin.,single,university.degree,no,no,no,6,wed,2,0,nonexistent,1.4,94.465,-41.8,yes
42,blue-collar,married,basic.4y,unknown,yes,no,6,thu,1,0,nonexistent,1.4,94.465,-41.8,yes
52,blue-collar,divorced,basic.4y,no,no,no,6,thu,2,0,nonexistent,1.4,94.465,-41.8,yes
46,blue-collar,married,professional.course,no,no,no,6,thu,1,0,nonexistent,1.4,94.465,-41.8,yes
49,blue-collar,married,basic.9y,unknown,no,no,6,thu,2,0,nonexistent,1.4,94.465,-41.8,yes
28,technician,single,professional.course,no,no,no,6,thu,2,0,nonexistent,1.4,94.465,-41.8,yes
31,blue-collar,single,basic.4y,no,no,no,6,thu,3,0,nonexistent,1.4,94.465,-41.8,yes
41,management,married,university.degree,unknown,no,yes,6,thu,1,0,nonexistent,1.4,94.465,-41.8,yes
59,admin.,married,university.degree,unknown,no,no,6,thu,1,0,nonexistent,1.4,94.465,-41.8,yes
34,blue-collar,married,basic.9y,no,no,no,6,thu,2,0,nonexistent,1.4,94.465,-41.8,yes
39,entrepreneur,single,basic.6y,no,no,no,6,thu,2,0,nonexistent,1.4,94.465,-41.8,yes
31,technician,married,university.degree,no,no,no,6,thu,2,0,nonexistent,1.4,94.465,-41.8,yes
31,technician,single,university.degree,unknown,yes,no,6,thu,2,0,nonexistent,1.4,94.465,-41.8,yes
29,services,single,high.school,no,yes,no,6,thu,3,0,nonexistent,1.4,94.465,-41.8,yes
34,blue-collar,divorced,professional.course,no,no,no,6,thu,4,0,nonexistent,1.4,94.465,-41.8,yes
39,services,married,high.school,no,yes,no,6,fri,1,0,nonexistent,1.4,94.465,-41.8,yes
56,blue-collar,married,basic.4y,unknown,no,no,6,fri,2,0,nonexistent,1.4,94.465,-41.8,yes
52,self-employed,married,basic.4y,unknown,no,yes,6,fri,2,0,nonexistent,1.4,94.465,-41.8,yes
33,blue-collar,married,professional.course,no,yes,no,6,fri,11,0,nonexistent,1.4,94.465,-41.8,yes
38,admin.,married,university.degree,no,no,no,6,fri,4,0,nonexistent,1.4,94.465,-41.8,yes
35,management,single,university.degree,no,no,no,6,fri,2,0,nonexistent,1.4,94.465,-41.8,yes
32,blue-collar,married,basic.6y,no,no,no,6,fri,2,0,nonexistent,1.4,94.465,-41.8,yes
40,blue-collar,married,professional.course,unknown,no,no,6,fri,2,0,nonexistent,1.4,94.465,-41.8,yes
48,self-employed,married,university.degree,no,no,no,6,fri,3,0,nonexistent,1.4,94.465,-41.8,yes
47,admin.,divorced,university.degree,no,yes,no,6,fri,3,0,nonexistent,1.4,94.465,-41.8,yes
41,blue-collar,married,basic.9y,no,no,no,6,fri,1,0,nonexistent,1.4,94.465,-41.8,yes
55,admin.,married,basic.4y,unknown,no,no,6,fri,9,0,nonexistent,1.4,94.465,-41.8,yes
40,services,divorced,high.school,no,yes,no,6,fri,3,0,nonexistent,1.4,94.465,-41.8,yes
29,admin.,single,university.degree,no,no,no,6,mon,10,0,nonexistent,1.4,94.465,-41.8,yes
30,blue-collar,single,basic.4y,unknown,no,no,6,mon,1,0,nonexistent,1.4,94.465,-41.8,yes
26,student,single,high.school,no,no,no,6,mon,1,0,nonexistent,1.4,94.465,-41.8,yes
24,services,single,high.school,no,no,no,6,mon,1,0,nonexistent,1.4,94.465,-41.8,yes
34,admin.,married,high.school,no,yes,no,6,mon,6,0,nonexistent,1.4,94.465,-41.8,yes
36,technician,married,high.school,no,no,no,6,mon,1,0,nonexistent,1.4,94.465,-41.8,yes
38,technician,married,professional.course,no,yes,no,6,mon,2,0,nonexistent,1.4,94.465,-41.8,yes
27,entrepreneur,single,university.degree,no,yes,no,6,mon,3,0,nonexistent,1.4,94.465,-41.8,yes
42,technician,married,basic.9y,no,yes,no,6,mon,8,0,nonexistent,1.4,94.465,-41.8,yes
32,services,married,high.school,unknown,no,no,6,mon,3,0,nonexistent,1.4,94.465,-41.8,yes
36,admin.,single,basic.6y,unknown,no,no,6,wed,3,0,nonexistent,1.4,94.465,-41.8,yes
29,admin.,married,professional.course,no,yes,no,6,wed,4,0,nonexistent,1.4,94.465,-41.8,yes
34,management,married,university.degree,no,no,no,6,wed,8,0,nonexistent,1.4,94.465,-41.8,yes
37,admin.,married,university.degree,no,no,no,6,wed,1,0,nonexistent,1.4,94.465,-41.8,yes
30,self-employed,single,university.degree,no,no,no,6,wed,1,0,nonexistent,1.4,94.465,-41.8,yes
53,blue-collar,divorced,basic.4y,no,no,no,6,wed,1,0,nonexistent,1.4,94.465,-41.8,yes
32,admin.,single,high.school,no,yes,no,6,wed,1,0,nonexistent,1.4,94.465,-41.8,yes
43,entrepreneur,married,university.degree,unknown,no,no,6,wed,1,0,nonexistent,1.4,94.465,-41.8,yes
50,blue-collar,married,basic.6y,unknown,no,no,6,wed,1,0,nonexistent,1.4,94.465,-41.8,yes
31,blue-collar,married,basic.9y,no,yes,no,6,wed,2,0,nonexistent,1.4,94.465,-41.8,yes
48,admin.,divorced,high.school,no,yes,yes,6,wed,2,0,nonexistent,1.4,94.465,-41.8,yes
57,blue-collar,married,university.degree,unknown,no,no,6,wed,2,0,nonexistent,1.4,94.465,-41.8,yes
41,technician,married,professional.course,unknown,yes,no,6,wed,3,0,nonexistent,1.4,94.465,-41.8,yes
36,blue-collar,married,basic.6y,no,yes,no,6,thu,2,0,nonexistent,1.4,94.465,-41.8,yes
55,technician,divorced,professional.course,unknown,no,no,6,thu,1,0,nonexistent,1.4,94.465,-41.8,yes
54,blue-collar,married,basic.6y,unknown,no,no,6,thu,1,0,nonexistent,1.4,94.465,-41.8,yes
28,management,single,university.degree,no,no,no,6,thu,5,0,nonexistent,1.4,94.465,-41.8,yes
46,technician,married,university.degree,unknown,no,yes,6,thu,6,0,nonexistent,1.4,94.465,-41.8,yes
35,blue-collar,married,high.school,no,no,no,6,thu,2,0,nonexistent,1.4,94.465,-41.8,yes
49,blue-collar,married,basic.4y,no,no,no,6,thu,2,0,nonexistent,1.4,94.465,-41.8,yes
43,entrepreneur,married,high.school,no,no,no,6,thu,6,0,nonexistent,1.4,94.465,-41.8,yes
59,entrepreneur,divorced,high.school,unknown,yes,no,6,thu,2,0,nonexistent,1.4,94.465,-41.8,yes
44,admin.,single,university.degree,no,yes,no,6,thu,17,0,nonexistent,1.4,94.465,-41.8,yes
43,blue-collar,married,basic.4y,no,unknown,unknown,6,thu,2,0,nonexistent,1.4,94.465,-41.8,yes
25,admin.,single,high.school,no,yes,no,6,thu,7,0,nonexistent,1.4,94.465,-41.8,yes
35,entrepreneur,married,university.degree,no,no,no,6,mon,2,0,nonexistent,1.4,94.465,-41.8,yes
41,admin.,divorced,high.school,no,no,no,6,mon,11,0,nonexistent,1.4,94.465,-41.8,yes
50,housemaid,single,university.degree,no,no,no,6,mon,4,0,nonexistent,1.4,94.465,-41.8,yes
37,management,married,university.degree,no,no,no,6,mon,9,0,nonexistent,1.4,94.465,-41.8,yes
36,technician,married,university.degree,no,no,no,6,mon,1,0,nonexistent,1.4,94.465,-41.8,yes
43,blue-collar,married,basic.9y,unknown,yes,no,6,mon,2,0,nonexistent,1.4,94.465,-41.8,yes
43,self-employed,married,basic.9y,no,no,no,6,mon,1,0,nonexistent,1.4,94.465,-41.8,yes
31,entrepreneur,single,basic.9y,no,no,no,6,mon,3,0,nonexistent,1.4,94.465,-41.8,yes
39,management,married,university.degree,no,no,no,6,mon,3,0,nonexistent,1.4,94.465,-41.8,yes
31,blue-collar,single,high.school,no,yes,no,6,mon,2,0,nonexistent,1.4,94.465,-41.8,yes
47,blue-collar,married,basic.4y,no,yes,no,6,mon,4,0,nonexistent,1.4,94.465,-41.8,yes
38,admin.,single,university.degree,unknown,no,no,6,tue,1,0,nonexistent,1.4,94.465,-41.8,yes
51,blue-collar,married,basic.4y,unknown,no,yes,6,tue,1,0,nonexistent,1.4,94.465,-41.8,yes
28,entrepreneur,married,basic.9y,no,yes,no,6,tue,1,0,nonexistent,1.4,94.465,-41.8,yes
37,management,married,university.degree,no,no,no,6,tue,4,0,nonexistent,1.4,94.465,-41.8,yes
31,blue-collar,married,basic.9y,unknown,yes,no,6,tue,3,0,nonexistent,1.4,94.465,-41.8,yes
33,services,married,high.school,unknown,yes,no,6,tue,3,0,nonexistent,1.4,94.465,-41.8,yes
52,blue-collar,divorced,high.school,no,no,no,6,tue,2,0,nonexistent,1.4,94.465,-41.8,yes
30,entrepreneur,married,professional.course,no,yes,no,6,tue,3,0,nonexistent,1.4,94.465,-41.8,yes
30,self-employed,single,university.degree,no,yes,no,6,tue,3,0,nonexistent,1.4,94.465,-41.8,yes
36,blue-collar,single,high.school,no,yes,no,6,wed,1,0,nonexistent,1.4,94.465,-41.8,yes
31,technician,married,professional.course,no,no,no,6,wed,2,0,nonexistent,1.4,94.465,-41.8,yes
35,technician,married,professional.course,no,no,no,6,wed,2,0,nonexistent,1.4,94.465,-41.8,yes
43,blue-collar,married,basic.6y,no,yes,no,6,wed,1,0,nonexistent,1.4,94.465,-41.8,yes
29,management,married,university.degree,no,no,no,6,wed,1,0,nonexistent,1.4,94.465,-41.8,yes
24,blue-collar,single,basic.4y,no,no,no,6,wed,1,0,nonexistent,1.4,94.465,-41.8,yes
41,services,married,high.school,no,unknown,unknown,6,wed,1,0,nonexistent,1.4,94.465,-41.8,yes
28,management,married,university.degree,no,yes,no,6,wed,1,0,nonexistent,1.4,94.465,-41.8,yes
41,technician,single,professional.course,no,yes,no,6,wed,1,0,nonexistent,1.4,94.465,-41.8,yes
59,retired,married,basic.9y,no,yes,no,6,wed,1,0,nonexistent,1.4,94.465,-41.8,yes
31,blue-collar,married,basic.9y,no,yes,no,6,wed,4,0,nonexistent,1.4,94.465,-41.8,yes
38,management,married,university.degree,unknown,no,no,6,wed,9,0,nonexistent,1.4,94.465,-41.8,yes
28,management,married,university.degree,no,no,no,6,wed,2,0,nonexistent,1.4,94.465,-41.8,yes
28,blue-collar,married,basic.6y,no,no,no,6,wed,5,0,nonexistent,1.4,94.465,-41.8,yes
60,admin.,married,university.degree,no,no,no,6,wed,3,0,nonexistent,1.4,94.465,-41.8,yes
35,student,single,university.degree,unknown,no,no,6,thu,1,0,nonexistent,1.4,94.465,-41.8,yes
47,admin.,divorced,high.school,no,yes,no,6,thu,1,0,nonexistent,1.4,94.465,-41.8,yes
41,blue-collar,married,basic.9y,unknown,yes,no,6,thu,1,0,nonexistent,1.4,94.465,-41.8,yes
29,blue-collar,single,high.school,no,yes,no,6,thu,3,0,nonexistent,1.4,94.465,-41.8,yes
38,blue-collar,married,basic.6y,unknown,no,no,6,thu,2,0,nonexistent,1.4,94.465,-41.8,yes
38,admin.,married,high.school,no,yes,yes,6,thu,1,0,nonexistent,1.4,94.465,-41.8,yes
31,admin.,married,high.school,no,no,no,6,thu,4,0,nonexistent,1.4,94.465,-41.8,yes
55,blue-collar,married,basic.4y,unknown,yes,no,6,thu,1,0,nonexistent,1.4,94.465,-41.8,yes
42,housemaid,married,basic.4y,no,no,no,6,thu,2,0,nonexistent,1.4,94.465,-41.8,yes
47,services,single,basic.9y,no,unknown,unknown,6,thu,3,0,nonexistent,1.4,94.465,-41.8,yes
37,technician,married,professional.course,no,yes,no,6,thu,2,0,nonexistent,1.4,94.465,-41.8,yes
55,retired,married,university.degree,unknown,yes,no,6,thu,1,0,nonexistent,1.4,94.465,-41.8,yes
45,admin.,married,basic.9y,unknown,no,no,6,fri,2,0,nonexistent,1.4,94.465,-41.8,yes
46,admin.,married,basic.9y,unknown,yes,no,6,fri,3,0,nonexistent,1.4,94.465,-41.8,yes
45,blue-collar,married,basic.9y,unknown,no,yes,6,fri,1,0,nonexistent,1.4,94.465,-41.8,yes
40,self-employed,married,professional.course,no,yes,yes,6,fri,2,0,nonexistent,1.4,94.465,-41.8,yes
49,blue-collar,married,basic.4y,unknown,no,no,6,fri,1,0,nonexistent,1.4,94.465,-41.8,yes
42,blue-collar,married,basic.6y,unknown,no,no,6,fri,2,0,nonexistent,1.4,94.465,-41.8,yes
29,technician,single,university.degree,no,yes,yes,6,fri,2,0,nonexistent,1.4,94.465,-41.8,yes
31,blue-collar,married,basic.6y,no,no,no,6,fri,5,0,nonexistent,1.4,94.465,-41.8,yes
50,technician,married,professional.course,unknown,yes,yes,6,fri,7,0,nonexistent,1.4,94.465,-41.8,yes
37,blue-collar,married,basic.4y,unknown,no,no,6,fri,1,0,nonexistent,1.4,94.465,-41.8,yes
36,blue-collar,married,basic.9y,no,yes,no,6,fri,3,0,nonexistent,1.4,94.465,-41.8,yes
29,technician,married,professional.course,no,yes,no,6,fri,1,0,nonexistent,1.4,94.465,-41.8,yes
58,blue-collar,married,basic.4y,unknown,yes,no,6,fri,2,0,nonexistent,1.4,94.465,-41.8,yes
43,admin.,married,high.school,no,no,no,6,fri,10,0,nonexistent,1.4,94.465,-41.8,yes
43,admin.,married,university.degree,no,no,no,6,fri,3,0,nonexistent,1.4,94.465,-41.8,yes
55,blue-collar,married,basic.4y,unknown,yes,no,6,fri,2,0,nonexistent,1.4,94.465,-41.8,yes
31,technician,married,professional.course,no,no,yes,6,fri,6,0,nonexistent,1.4,94.465,-41.8,yes
38,blue-collar,married,basic.9y,no,no,no,6,fri,3,0,nonexistent,1.4,94.465,-41.8,yes
35,admin.,married,basic.9y,no,no,yes,6,fri,4,0,nonexistent,1.4,94.465,-41.8,yes
42,entrepreneur,married,professional.course,no,yes,no,6,fri,5,0,nonexistent,1.4,94.465,-41.8,yes
56,retired,married,high.school,unknown,yes,no,6,fri,3,0,nonexistent,1.4,94.465,-41.8,yes
45,blue-collar,married,basic.9y,unknown,no,no,6,fri,3,0,nonexistent,1.4,94.465,-41.8,yes
56,technician,married,university.degree,no,no,yes,6,fri,4,0,nonexistent,1.4,94.465,-41.8,yes
40,admin.,single,university.degree,no,no,no,6,mon,2,0,nonexistent,1.4,94.465,-41.8,yes
39,management,single,university.degree,no,no,no,6,mon,3,0,nonexistent,1.4,94.465,-41.8,yes
30,blue-collar,single,basic.9y,no,yes,no,6,mon,2,0,nonexistent,1.4,94.465,-41.8,yes
51,admin.,divorced,university.degree,no,yes,no,6,tue,2,0,nonexistent,1.4,94.465,-41.8,yes
31,blue-collar,married,basic.4y,unknown,yes,yes,6,thu,3,0,nonexistent,1.4,94.465,-41.8,yes
48,blue-collar,married,high.school,no,yes,yes,6,thu,3,0,nonexistent,1.4,94.465,-41.8,yes
36,blue-collar,single,basic.9y,no,yes,yes,6,thu,3,0,nonexistent,1.4,94.465,-41.8,yes
58,retired,married,high.school,no,yes,no,6,thu,2,0,nonexistent,1.4,94.465,-41.8,yes
31,services,single,high.school,no,no,no,6,fri,6,0,nonexistent,1.4,94.465,-41.8,yes
38,blue-collar,single,high.school,unknown,yes,no,6,fri,2,0,nonexistent,1.4,94.465,-41.8,yes
27,self-employed,single,university.degree,no,no,no,6,fri,1,0,nonexistent,1.4,94.465,-41.8,yes
53,technician,married,basic.9y,no,no,no,6,mon,6,0,nonexistent,1.4,94.465,-41.8,yes
25,services,married,high.school,no,yes,no,7,tue,9,0,nonexistent,1.4,93.918,-42.7,yes
40,blue-collar,married,basic.9y,no,no,yes,7,tue,2,0,nonexistent,1.4,93.918,-42.7,yes
42,management,married,university.degree,no,no,yes,7,tue,2,0,nonexistent,1.4,93.918,-42.7,yes
34,admin.,divorced,university.degree,no,no,no,7,thu,1,0,nonexistent,1.4,93.918,-42.7,yes
27,services,married,high.school,unknown,no,no,7,fri,1,0,nonexistent,1.4,93.918,-42.7,yes
52,management,married,professional.course,no,yes,no,7,mon,3,0,nonexistent,1.4,93.918,-42.7,yes
59,retired,married,professional.course,unknown,yes,yes,7,mon,4,0,nonexistent,1.4,93.918,-42.7,yes
40,admin.,married,high.school,no,yes,yes,7,mon,2,0,nonexistent,1.4,93.918,-42.7,yes
31,entrepreneur,married,basic.6y,no,yes,yes,7,mon,1,0,nonexistent,1.4,93.918,-42.7,yes
31,management,married,high.school,no,no,no,7,mon,3,0,nonexistent,1.4,93.918,-42.7,yes
32,services,single,high.school,no,no,no,7,mon,3,0,nonexistent,1.4,93.918,-42.7,yes
56,retired,married,basic.4y,no,yes,no,7,mon,2,0,nonexistent,1.4,93.918,-42.7,yes
50,blue-collar,divorced,high.school,no,yes,yes,7,mon,2,0,nonexistent,1.4,93.918,-42.7,yes
31,technician,married,university.degree,no,yes,yes,7,mon,5,0,nonexistent,1.4,93.918,-42.7,yes
35,blue-collar,married,basic.9y,no,no,no,7,mon,3,0,nonexistent,1.4,93.918,-42.7,yes
36,blue-collar,married,high.school,no,no,no,7,mon,1,0,nonexistent,1.4,93.918,-42.7,yes
29,services,married,high.school,no,yes,no,7,mon,1,0,nonexistent,1.4,93.918,-42.7,yes
47,admin.,divorced,high.school,no,no,no,7,mon,1,0,nonexistent,1.4,93.918,-42.7,yes
37,management,married,high.school,no,yes,no,7,mon,1,0,nonexistent,1.4,93.918,-42.7,yes
55,admin.,divorced,university.degree,unknown,yes,no,7,mon,1,0,nonexistent,1.4,93.918,-42.7,yes
44,entrepreneur,married,basic.6y,unknown,no,no,7,mon,3,0,nonexistent,1.4,93.918,-42.7,yes
50,technician,married,professional.course,no,no,no,7,mon,5,0,nonexistent,1.4,93.918,-42.7,yes
42,admin.,single,university.degree,unknown,yes,no,7,mon,2,0,nonexistent,1.4,93.918,-42.7,yes
27,services,single,high.school,unknown,no,no,7,tue,4,0,nonexistent,1.4,93.918,-42.7,yes
35,technician,married,high.school,unknown,yes,no,7,tue,1,0,nonexistent,1.4,93.918,-42.7,yes
56,services,married,basic.4y,unknown,no,no,7,tue,1,0,nonexistent,1.4,93.918,-42.7,yes
39,management,divorced,university.degree,no,yes,no,7,tue,1,0,nonexistent,1.4,93.918,-42.7,yes
33,blue-collar,single,basic.9y,no,yes,no,7,tue,1,0,nonexistent,1.4,93.918,-42.7,yes
39,blue-collar,married,basic.6y,unknown,no,no,7,tue,1,0,nonexistent,1.4,93.918,-42.7,yes
25,technician,single,university.degree,no,no,no,7,tue,3,0,nonexistent,1.4,93.918,-42.7,yes
48,management,married,high.school,no,no,no,7,tue,1,0,nonexistent,1.4,93.918,-42.7,yes
35,admin.,married,high.school,no,yes,no,7,tue,2,0,nonexistent,1.4,93.918,-42.7,yes
29,admin.,single,high.school,no,no,no,7,tue,2,0,nonexistent,1.4,93.918,-42.7,yes
25,services,married,high.school,no,no,no,7,tue,2,0,nonexistent,1.4,93.918,-42.7,yes
29,admin.,married,high.school,no,yes,no,7,tue,1,0,nonexistent,1.4,93.918,-42.7,yes
34,technician,single,university.degree,no,no,yes,7,tue,1,0,nonexistent,1.4,93.918,-42.7,yes
42,blue-collar,married,basic.9y,no,no,no,7,tue,1,0,nonexistent,1.4,93.918,-42.7,yes
36,admin.,married,university.degree,no,yes,no,7,tue,5,0,nonexistent,1.4,93.918,-42.7,yes
27,admin.,single,professional.course,no,no,no,7,tue,2,0,nonexistent,1.4,93.918,-42.7,yes
27,entrepreneur,married,high.school,no,no,no,7,tue,1,0,nonexistent,1.4,93.918,-42.7,yes
50,admin.,married,professional.course,no,yes,yes,7,tue,1,0,nonexistent,1.4,93.918,-42.7,yes
34,admin.,single,university.degree,no,yes,no,7,tue,3,0,nonexistent,1.4,93.918,-42.7,yes
30,blue-collar,married,basic.9y,no,no,no,7,tue,2,0,nonexistent,1.4,93.918,-42.7,yes
43,blue-collar,divorced,high.school,no,yes,no,7,tue,2,0,nonexistent,1.4,93.918,-42.7,yes
27,admin.,single,professional.course,no,yes,no,7,tue,4,0,nonexistent,1.4,93.918,-42.7,yes
30,services,married,high.school,no,yes,no,7,tue,3,0,nonexistent,1.4,93.918,-42.7,yes
26,admin.,single,basic.9y,no,yes,yes,7,tue,2,0,nonexistent,1.4,93.918,-42.7,yes
53,admin.,married,university.degree,unknown,no,no,7,wed,1,0,nonexistent,1.4,93.918,-42.7,yes
31,services,married,basic.9y,no,yes,no,7,wed,1,0,nonexistent,1.4,93.918,-42.7,yes
31,services,married,basic.9y,no,no,no,7,wed,1,0,nonexistent,1.4,93.918,-42.7,yes
35,self-employed,single,university.degree,no,yes,no,7,wed,1,0,nonexistent,1.4,93.918,-42.7,yes
36,admin.,married,university.degree,no,yes,no,7,wed,2,0,nonexistent,1.4,93.918,-42.7,yes
42,technician,married,high.school,no,yes,no,7,wed,1,0,nonexistent,1.4,93.918,-42.7,yes
24,blue-collar,married,basic.9y,no,unknown,unknown,7,wed,1,0,nonexistent,1.4,93.918,-42.7,yes
31,management,single,university.degree,no,no,no,7,wed,1,0,nonexistent,1.4,93.918,-42.7,yes
32,blue-collar,married,basic.4y,unknown,no,yes,7,wed,1,0,nonexistent,1.4,93.918,-42.7,yes
31,technician,divorced,professional.course,no,yes,no,7,wed,1,0,nonexistent,1.4,93.918,-42.7,yes
31,technician,divorced,professional.course,no,yes,no,7,wed,1,0,nonexistent,1.4,93.918,-42.7,yes
34,blue-collar,married,basic.6y,unknown,no,no,7,wed,3,0,nonexistent,1.4,93.918,-42.7,yes
51,admin.,married,university.degree,no,yes,no,7,wed,3,0,nonexistent,1.4,93.918,-42.7,yes
31,blue-collar,married,basic.9y,no,yes,no,7,wed,1,0,nonexistent,1.4,93.918,-42.7,yes
31,blue-collar,married,basic.9y,no,yes,no,7,wed,1,0,nonexistent,1.4,93.918,-42.7,yes
26,blue-collar,single,basic.9y,no,no,no,7,wed,1,0,nonexistent,1.4,93.918,-42.7,yes
44,admin.,married,high.school,no,no,no,7,wed,1,0,nonexistent,1.4,93.918,-42.7,yes
34,admin.,married,high.school,no,no,no,7,wed,5,0,nonexistent,1.4,93.918,-42.7,yes
58,retired,married,basic.4y,no,no,no,7,wed,1,0,nonexistent,1.4,93.918,-42.7,yes
28,blue-collar,single,professional.course,no,no,no,7,wed,4,0,nonexistent,1.4,93.918,-42.7,yes
39,blue-collar,married,basic.6y,unknown,yes,no,7,wed,6,0,nonexistent,1.4,93.918,-42.7,yes
27,admin.,single,university.degree,no,no,no,7,wed,2,0,nonexistent,1.4,93.918,-42.7,yes
30,services,single,high.school,no,no,no,7,wed,3,0,nonexistent,1.4,93.918,-42.7,yes
51,unemployed,married,professional.course,unknown,yes,yes,7,thu,1,0,nonexistent,1.4,93.918,-42.7,yes
34,technician,single,university.degree,no,yes,no,7,thu,1,0,nonexistent,1.4,93.918,-42.7,yes
33,blue-collar,single,basic.6y,no,no,no,7,thu,1,0,nonexistent,1.4,93.918,-42.7,yes
32,technician,married,professional.course,no,yes,no,7,thu,1,0,nonexistent,1.4,93.918,-42.7,yes
35,admin.,single,university.degree,unknown,no,no,7,thu,1,0,nonexistent,1.4,93.918,-42.7,yes
26,technician,married,professional.course,no,yes,no,7,thu,1,0,nonexistent,1.4,93.918,-42.7,yes
43,blue-collar,single,basic.9y,no,yes,no,7,thu,1,0,nonexistent,1.4,93.918,-42.7,yes
57,management,married,basic.4y,unknown,no,yes,7,thu,1,0,nonexistent,1.4,93.918,-42.7,yes
